10	25	100	0.053665
10	50	100	0.063925
10	75	100	0.054664
10	99	100	0.047231
20	25	100	0.122578
20	50	100	0.127039
20	75	100	0.122074
20	99	100	0.129764
30	25	100	0.323787
30	50	100	0.248148
30	75	100	0.253814
30	99	100	0.265032
40	25	100	0.240642
40	50	100	0.324299
40	75	100	0.379981
40	99	100	0.403528
50	25	100	0.402331
50	50	100	0.476958
50	75	100	0.58566
50	99	100	0.643498
