10	25	100	0.007377
10	50	100	0.015328
10	75	100	0.013764
10	99	100	0.013499
20	25	100	0.014367
20	50	100	0.021103
20	75	100	0.027327
20	99	100	0.035101
30	25	100	0.025956
30	50	100	0.066593
30	75	100	0.059086
30	99	100	0.075869
40	25	100	0.043694
40	50	100	0.076893
40	75	100	0.154444
40	99	100	0.247212
50	25	100	0.082863
50	50	100	0.115084
50	75	100	0.168391
50	99	100	0.231814
